Transaction_ID,Customer_ID,Account_Type,Total_Balance,Transaction_Amount,Investment_Amount,Investment_Type,Transaction_Date,Year,Month,Month_Name
305023,201887,Current,38924,1590.0,6763,Recurring Deposit,2024-11-29,2024,11,November
305024,206991,Business,88150,246.0,33032,Recurring Deposit,2023-06-17,2023,6,June
305025,206839,Savings,80841,3849.0,36908,Fixed Deposit,2024-07-18,2024,7,July
305026,202012,Savings,88790,4623.0,3075,Fixed Deposit,2024-06-08,2024,6,June
305027,201327,Business,24144,3753.0,27750,Recurring Deposit,2023-10-22,2023,10,October
305028,205612,Current,3915,2429.0,18904,Mutual Fund,2025-03-15,2025,3,March
305029,209935,Savings,6480,2239.0,11786,Mutual Fund,2022-09-02,2022,9,September
305030,202830,Current,17736,517.0,48964,Mutual Fund,2022-05-31,2022,5,May
305031,209159,Business,23313,1296.0,27797,Fixed Deposit,2022-12-01,2022,12,December
305032,206030,Current,41914,4488.0,45311,Mutual Fund,2024-04-23,2024,4,April
305033,206292,Savings,76292,1724.0,6213,Fixed Deposit,2022-10-25,2022,10,October
305034,206612,Current,1372,4866.0,1894,Recurring Deposit,2023-12-16,2023,12,December
305035,208326,Savings,90730,203.0,2711,Fixed Deposit,2022-09-03,2022,9,September
305036,204915,Current,11385,678.0,8057,Mutual Fund,2023-04-20,2023,4,April
305037,204114,Savings,54076,3085.0,31474,Recurring Deposit,2024-10-24,2024,10,October
305038,202645,Current,39812,3304.0,47229,Recurring Deposit,2023-01-19,2023,1,January
305039,204236,Savings,11803,3263.0,46924,Recurring Deposit,2023-01-06,2023,1,January
305040,200034,Savings,92177,660.0,31934,Recurring Deposit,2022-09-24,2022,9,September
305041,207810,Business,74011,764.0,39364,Mutual Fund,2023-11-21,2023,11,November
305042,207534,Current,37259,237.0,39008,Recurring Deposit,2023-02-18,2023,2,February
305043,204751,Savings,30918,1779.794874288435,12615,Fixed Deposit,2024-02-28,2024,2,February
305044,204751,Current,86895,3698.0,14113,Recurring Deposit,2023-01-11,2023,1,January
305045,203777,Current,66503,2352.0,28755,Fixed Deposit,2023-08-27,2023,8,August
305046,208016,Business,31927,2334.0,37041,Recurring Deposit,2022-09-04,2022,9,September
305047,203749,Savings,19133,4436.0,19090,Mutual Fund,2023-12-24,2023,12,December
305048,203029,Savings,84969,3738.0,23895,Recurring Deposit,2022-06-01,2022,6,June
305049,204529,Current,67098,2349.0,26989,Fixed Deposit,2024-11-28,2024,11,November
305050,202262,Business,18294,3355.0,23228,Mutual Fund,2025-01-28,2025,1,January
305051,200363,Savings,59727,3944.0,24714,Mutual Fund,2024-09-20,2024,9,September
305052,202514,Savings,65528,3704.7050629278538,23402,Mutual Fund,2022-09-28,2022,9,September
305053,200824,Current,43636,2571.0,3730,Mutual Fund,2024-02-18,2024,2,February
305054,206379,Savings,35997,3411.0,39177,Mutual Fund,2024-02-29,2024,2,February
305055,201146,Current,73930,328.0,30868,Fixed Deposit,2025-01-06,2025,1,January
305056,200597,Savings,81536,278.18607699204205,11028,Recurring Deposit,2024-09-21,2024,9,September
305057,207245,Savings,12977,248.0,30348,Fixed Deposit,2024-05-12,2024,5,May
305058,208795,Business,56404,1975.0,22300,Fixed Deposit,2022-10-16,2022,10,October
305059,209548,Savings,13874,2374.0,40300,Recurring Deposit,2024-05-03,2024,5,May
305060,209463,Savings,75317,482.0,14105,Recurring Deposit,2022-03-27,2022,3,March
305061,203685,Business,68169,2478.0,42919,Recurring Deposit,2024-06-21,2024,6,June
305062,205456,Savings,53651,1575.0,9720,Mutual Fund,2022-06-04,2022,6,June
305063,202120,Current,67179,4605.0,45072,Mutual Fund,2024-07-27,2024,7,July
305064,206973,Current,92289,4849.0,40790,Mutual Fund,2024-01-22,2024,1,January
305065,207693,Business,23144,1514.0619241654415,11750,Mutual Fund,2024-09-14,2024,9,September
305066,209921,Savings,40945,3567.331824188985,22525,Recurring Deposit,2024-04-09,2024,4,April
305067,200233,Business,81483,2247.0,48711,Recurring Deposit,2024-05-18,2024,5,May
305068,209403,Business,29673,1276.0,1794,Recurring Deposit,2022-12-21,2022,12,December
305069,201300,Savings,2564,1482.0,13345,Mutual Fund,2025-02-27,2025,2,February
305070,202466,Savings,77696,2477.0,23686,Recurring Deposit,2024-09-04,2024,9,September
305071,202000,Savings,45502,3363.0,5666,Fixed Deposit,2022-12-15,2022,12,December
305072,208614,Business,23517,3240.0,35563,Recurring Deposit,2022-10-06,2022,10,October
305073,202072,Business,13668,1959.0,45462,Mutual Fund,2022-08-28,2022,8,August
305074,201451,Business,51141,1236.0,48206,Recurring Deposit,2023-11-12,2023,11,November
305075,205306,Savings,30499,3575.0,18578,Fixed Deposit,2025-01-05,2025,1,January
305076,204003,Business,73792,2529.0,39260,Recurring Deposit,2024-10-08,2024,10,October
305077,206255,Business,91892,4238.0,37192,Mutual Fund,2024-10-17,2024,10,October
305078,204736,Savings,24201,4584.0,42822,Mutual Fund,2023-08-02,2023,8,August
305079,200529,Savings,62218,3919.0,33667,Fixed Deposit,2024-05-12,2024,5,May
305080,200931,Business,5605,3136.0,28096,Fixed Deposit,2023-11-08,2023,11,November
305081,207813,Current,88630,209.0,23519,Mutual Fund,2023-12-31,2023,12,December
305082,203786,Business,3598,1027.0,36065,Fixed Deposit,2024-10-22,2024,10,October
305083,209981,Current,60945,953.0,17958,Fixed Deposit,2025-02-28,2025,2,February
305084,205035,Business,69842,1936.0,46968,Recurring Deposit,2023-04-10,2023,4,April
305085,209767,Current,88253,4622.0,24288,Fixed Deposit,2023-05-20,2023,5,May
305086,203101,Savings,84736,3929.0,15430,Mutual Fund,2023-11-29,2023,11,November
305087,209502,Savings,46046,463.0,32331,Fixed Deposit,2023-09-04,2023,9,September
305088,201465,Business,14965,4266.0,39253,Fixed Deposit,2023-06-20,2023,6,June
305089,203510,Savings,41274,1092.0,43730,Fixed Deposit,2024-02-22,2024,2,February
305090,206307,Business,87613,3997.0,44913,Fixed Deposit,2022-10-14,2022,10,October
305091,204430,Business,59582,4735.0,48218,Fixed Deposit,2022-10-21,2022,10,October
305092,209775,Savings,9614,3384.0,21783,Fixed Deposit,2023-12-22,2023,12,December
305093,200589,Current,29445,3894.0,30077,Mutual Fund,2024-10-11,2024,10,October
305094,205462,Business,6565,1430.0,32039,Recurring Deposit,2025-03-12,2025,3,March
305095,207952,Current,36068,2013.0,15046,Mutual Fund,2024-05-24,2024,5,May
305096,202330,Current,53940,3822.0,38277,Recurring Deposit,2023-06-28,2023,6,June
305097,209662,Savings,66694,2036.0,21243,Recurring Deposit,2025-03-14,2025,3,March
305098,203469,Business,28782,1968.0,6645,Mutual Fund,2024-07-18,2024,7,July
305099,209113,Savings,61542,2188.0,27894,Fixed Deposit,2023-07-21,2023,7,July
305100,200170,Business,83677,2454.0,31460,Mutual Fund,2024-07-27,2024,7,July
305101,204298,Current,99588,2926.0,48402,Fixed Deposit,2024-11-27,2024,11,November
305102,205760,Business,26650,1122.0,21792,Recurring Deposit,2023-02-21,2023,2,February
305103,204375,Current,15296,1428.6318532118985,13690,Recurring Deposit,2023-01-27,2023,1,January
305104,200403,Savings,75444,3198.0,6214,Recurring Deposit,2023-02-09,2023,2,February
305105,203527,Savings,20695,2708.0,6348,Fixed Deposit,2024-11-14,2024,11,November
305106,209223,Savings,60252,1561.0,10110,Fixed Deposit,2023-06-15,2023,6,June
305107,209597,Business,92128,2417.0,46419,Recurring Deposit,2025-02-19,2025,2,February
305108,202065,Business,60470,1633.0,49149,Recurring Deposit,2023-09-08,2023,9,September
305109,207669,Savings,49306,2869.0,40133,Mutual Fund,2025-01-28,2025,1,January
305110,209337,Business,84805,3375.0,4311,Fixed Deposit,2022-10-13,2022,10,October
305111,201902,Business,26542,893.0,5075,Recurring Deposit,2024-12-24,2024,12,December
305112,209955,Business,97269,3723.0,36358,Recurring Deposit,2022-12-22,2022,12,December
305113,204690,Current,50245,2393.0,6391,Mutual Fund,2024-05-11,2024,5,May
305114,205516,Business,65591,2411.1073805562,27677,Mutual Fund,2024-07-10,2024,7,July
305115,204584,Savings,60735,601.0,47487,Fixed Deposit,2025-03-03,2025,3,March
305116,206331,Savings,74258,3281.0,38396,Mutual Fund,2024-12-04,2024,12,December
305117,205273,Business,73247,1013.0,34095,Fixed Deposit,2023-08-03,2023,8,August
305118,200123,Current,31100,2916.0,32697,Recurring Deposit,2022-09-16,2022,9,September
305119,207476,Current,45138,2163.0,21805,Recurring Deposit,2023-09-19,2023,9,September
305120,208798,Current,46981,3528.0,9822,Recurring Deposit,2024-08-10,2024,8,August
305121,202921,Savings,15795,3115.0,6789,Mutual Fund,2024-04-05,2024,4,April
305122,209286,Savings,79188,4695.0,13749,Recurring Deposit,2024-09-11,2024,9,September
305123,202151,Business,89487,2085.0,29934,Fixed Deposit,2024-08-23,2024,8,August
305124,202713,Business,99397,2778.0,23787,Recurring Deposit,2025-01-20,2025,1,January
305125,207923,Business,20557,3136.0,6496,Fixed Deposit,2023-12-29,2023,12,December
305126,201715,Current,27133,2625.0,33338,Mutual Fund,2025-01-31,2025,1,January
305127,209895,Business,67454,4070.0,19200,Mutual Fund,2024-06-27,2024,6,June
305128,203459,Business,59985,3435.0,7040,Mutual Fund,2023-06-08,2023,6,June
305129,206894,Business,45246,1375.0,10618,Mutual Fund,2024-01-06,2024,1,January
305130,201889,Business,3517,3701.0,37010,Mutual Fund,2022-04-09,2022,4,April
305131,204656,Business,93349,1725.0,27973,Fixed Deposit,2024-06-10,2024,6,June
305132,201895,Savings,39881,1660.0,8694,Mutual Fund,2022-09-02,2022,9,September
305133,202927,Savings,22962,3445.0,16279,Recurring Deposit,2022-04-29,2022,4,April
305134,202693,Current,71364,3195.0,6916,Recurring Deposit,2023-11-02,2023,11,November
305135,205252,Current,44333,3240.0,5578,Fixed Deposit,2022-11-01,2022,11,November
305136,204241,Current,69111,110.0,31503,Mutual Fund,2022-06-11,2022,6,June
305137,205250,Savings,94307,359.0,49150,Mutual Fund,2025-01-25,2025,1,January
305138,202561,Savings,89083,3181.0,33682,Mutual Fund,2022-06-16,2022,6,June
305139,201826,Business,10133,3757.0,10919,Mutual Fund,2023-01-25,2023,1,January
305140,203506,Current,97101,3055.0,1100,Fixed Deposit,2023-05-09,2023,5,May
305141,204931,Business,64866,2894.0,21777,Fixed Deposit,2022-11-26,2022,11,November
305142,207202,Savings,27347,3262.0,31515,Mutual Fund,2023-06-09,2023,6,June
305143,202475,Business,31010,2627.0,13637,Fixed Deposit,2025-02-14,2025,2,February
305144,206477,Business,89789,122.0,24375,Mutual Fund,2023-04-14,2023,4,April
305145,205417,Business,27271,3355.0,11366,Mutual Fund,2022-11-03,2022,11,November
305146,203184,Business,61048,2705.0,9992,Recurring Deposit,2022-06-25,2022,6,June
305147,204721,Savings,88257,449.0,30018,Fixed Deposit,2025-02-25,2025,2,February
305148,204152,Savings,58807,4781.0,37233,Recurring Deposit,2023-06-22,2023,6,June
305149,203244,Savings,44401,4196.0,41083,Recurring Deposit,2023-01-31,2023,1,January
305150,200693,Savings,61289,2951.0,1062,Fixed Deposit,2024-07-08,2024,7,July
305151,203073,Current,81449,1185.0,41579,Recurring Deposit,2022-05-10,2022,5,May
305152,206599,Current,77013,2767.0,43451,Recurring Deposit,2023-09-29,2023,9,September
305153,203540,Business,2914,4211.0,21622,Recurring Deposit,2024-02-22,2024,2,February
305154,201619,Business,94469,523.0,43254,Mutual Fund,2022-08-27,2022,8,August
305155,203914,Business,10404,3408.0,16166,Recurring Deposit,2024-11-02,2024,11,November
305156,203873,Business,85921,1427.0,26518,Mutual Fund,2025-02-02,2025,2,February
305157,200564,Current,52403,2664.0,13688,Fixed Deposit,2024-08-09,2024,8,August
305158,208687,Savings,18741,2556.0,8635,Mutual Fund,2023-03-04,2023,3,March
305159,208992,Business,2175,1817.0,18661,Mutual Fund,2024-12-20,2024,12,December
305160,200640,Current,55865,576.0,12568,Mutual Fund,2024-08-08,2024,8,August
305161,200162,Current,55808,2092.0,6899,Recurring Deposit,2023-11-15,2023,11,November
305162,204346,Business,38208,1717.0,8690,Fixed Deposit,2023-03-25,2023,3,March
305163,207704,Business,42064,1583.0,4737,Recurring Deposit,2024-05-22,2024,5,May
305164,208835,Current,7424,4624.0,29792,Recurring Deposit,2025-03-06,2025,3,March
305165,204424,Current,45763,2260.0,43863,Mutual Fund,2023-06-10,2023,6,June
305166,204464,Business,46213,2314.0,11584,Recurring Deposit,2025-03-01,2025,3,March
305167,209330,Savings,1950,1791.0,35220,Mutual Fund,2025-01-16,2025,1,January
305168,203708,Savings,51071,3937.0,6072,Fixed Deposit,2022-06-01,2022,6,June
305169,206749,Business,90081,1945.0,1437,Fixed Deposit,2023-11-03,2023,11,November
305170,200137,Business,93391,195.0,41808,Mutual Fund,2023-11-13,2023,11,November
305171,209875,Savings,25446,4471.0,36834,Fixed Deposit,2023-12-28,2023,12,December
305172,207106,Current,34190,2635.0,6696,Recurring Deposit,2025-02-17,2025,2,February
305173,207242,Business,59113,5898.612694720322,42969,Recurring Deposit,2023-07-19,2023,7,July
305174,204251,Business,44535,1327.0,28710,Mutual Fund,2024-07-25,2024,7,July
305175,201058,Savings,8343,3961.0,40449,Fixed Deposit,2022-06-12,2022,6,June
305176,204614,Business,44159,3627.0,37546,Recurring Deposit,2022-04-10,2022,4,April
305177,204277,Current,24681,239.0,18652,Recurring Deposit,2023-04-15,2023,4,April
305178,208361,Current,90126,4761.0,37922,Fixed Deposit,2023-01-30,2023,1,January
305179,205413,Business,54606,3977.0,19041,Recurring Deposit,2024-11-09,2024,11,November
305180,205842,Current,2232,1471.0,2143,Fixed Deposit,2024-02-07,2024,2,February
305181,203903,Current,49570,3010.0,11378,Recurring Deposit,2023-03-06,2023,3,March
305182,207224,Current,25214,1353.0,42378,Fixed Deposit,2024-11-29,2024,11,November
305183,209579,Business,77876,1097.0,36206,Mutual Fund,2025-03-19,2025,3,March
305184,203051,Business,56876,447.0,38984,Recurring Deposit,2024-12-21,2024,12,December
305185,203666,Business,89206,1386.0,4055,Recurring Deposit,2023-10-13,2023,10,October
305186,202760,Current,9251,423.0,20994,Fixed Deposit,2024-09-20,2024,9,September
305187,203835,Savings,40231,2816.0,25668,Mutual Fund,2024-07-17,2024,7,July
305188,201360,Savings,22377,1504.0,44930,Recurring Deposit,2024-10-13,2024,10,October
305189,208614,Savings,66343,1997.0,2118,Fixed Deposit,2023-01-20,2023,1,January
305190,203973,Current,40075,5115.759217475968,40086,Mutual Fund,2023-01-15,2023,1,January
305191,202829,Savings,14526,3765.0,22124,Fixed Deposit,2023-06-20,2023,6,June
305192,200145,Business,56564,3099.0,24777,Fixed Deposit,2024-02-16,2024,2,February
305193,202373,Current,28393,3194.0,32268,Mutual Fund,2022-12-21,2022,12,December
305194,200229,Savings,26463,1874.0,45052,Fixed Deposit,2025-02-13,2025,2,February
305195,205388,Current,23276,2375.0,22849,Recurring Deposit,2022-07-14,2022,7,July
305196,204680,Current,90127,4483.0,22738,Recurring Deposit,2023-01-05,2023,1,January
305197,208049,Business,95159,3524.0,22572,Mutual Fund,2022-12-15,2022,12,December
305198,202665,Current,55719,4894.0,19528,Recurring Deposit,2024-05-27,2024,5,May
305199,203593,Business,79886,2626.0,29457,Mutual Fund,2022-09-22,2022,9,September
305200,202829,Business,9866,500.0,2342,Fixed Deposit,2023-10-27,2023,10,October
305201,203336,Savings,42121,3334.0,21822,Mutual Fund,2022-05-23,2022,5,May
305202,207816,Savings,99194,1977.0,22682,Recurring Deposit,2024-01-15,2024,1,January
305203,201241,Current,62821,413.0,25554,Recurring Deposit,2023-05-28,2023,5,May
305204,205048,Savings,39617,3544.0,42353,Mutual Fund,2024-08-01,2024,8,August
305205,203295,Current,96017,726.0,23112,Recurring Deposit,2023-05-05,2023,5,May
305206,209576,Business,11090,930.0,3281,Mutual Fund,2022-10-09,2022,10,October
305207,203362,Current,44024,2194.0,21516,Recurring Deposit,2022-11-25,2022,11,November
305208,201388,Business,30808,2477.0,48574,Mutual Fund,2024-09-13,2024,9,September
305209,208297,Business,3082,1394.0,19960,Recurring Deposit,2023-04-21,2023,4,April
305210,205752,Current,92339,4315.0,42325,Recurring Deposit,2022-03-29,2022,3,March
305211,201821,Business,6282,1770.0,40459,Mutual Fund,2023-08-16,2023,8,August
305212,208476,Savings,5452,201.0,38018,Recurring Deposit,2024-03-14,2024,3,March
305213,200595,Current,62701,3445.0,17431,Recurring Deposit,2022-11-16,2022,11,November
305214,209254,Savings,76187,1461.0,15502,Fixed Deposit,2022-05-22,2022,5,May
305215,206655,Business,89874,873.0,31656,Fixed Deposit,2022-11-14,2022,11,November
305216,208743,Business,89179,2958.0,40333,Fixed Deposit,2023-08-04,2023,8,August
305217,207877,Current,61999,3868.0,8997,Mutual Fund,2024-10-03,2024,10,October
305218,205784,Business,33194,3744.0,27591,Mutual Fund,2022-06-08,2022,6,June
305219,206884,Savings,65352,1217.0,15122,Recurring Deposit,2024-11-16,2024,11,November
305220,206049,Current,75945,78.59695930773552,35177,Recurring Deposit,2024-11-01,2024,11,November
305221,203605,Current,46473,4787.0,28513,Fixed Deposit,2025-01-12,2025,1,January
305222,209527,Savings,25482,4102.0,4160,Recurring Deposit,2023-07-01,2023,7,July
305223,207287,Business,2489,2730.0,13986,Mutual Fund,2024-04-21,2024,4,April
305224,200695,Business,2690,3021.0,44341,Mutual Fund,2024-08-26,2024,8,August
305225,203044,Current,12760,3145.0,16500,Recurring Deposit,2024-07-22,2024,7,July
305226,201946,Savings,5843,4876.0,44179,Recurring Deposit,2023-09-28,2023,9,September
305227,202722,Current,78797,4149.0,6650,Mutual Fund,2022-07-12,2022,7,July
305228,209715,Current,42407,2543.0,14195,Recurring Deposit,2023-07-27,2023,7,July
305229,209875,Business,40718,3337.0,27683,Mutual Fund,2024-06-14,2024,6,June
305230,201806,Current,10403,3433.0,32265,Fixed Deposit,2023-02-25,2023,2,February
305231,208141,Savings,21688,2528.450163745313,24208,Mutual Fund,2022-12-31,2022,12,December
305232,208301,Savings,43056,3297.0,44464,Mutual Fund,2024-06-06,2024,6,June
305233,208983,Savings,99399,3763.0,47863,Recurring Deposit,2022-07-04,2022,7,July
305234,208125,Savings,50046,1546.0,49711,Fixed Deposit,2024-05-13,2024,5,May
305235,202639,Business,90067,3220.0,14540,Mutual Fund,2022-11-23,2022,11,November
305236,209178,Business,47602,4679.0,1286,Fixed Deposit,2023-12-27,2023,12,December
305237,203883,Business,81899,1981.0,35742,Fixed Deposit,2024-07-11,2024,7,July
305238,203725,Business,87066,1028.330394190122,28999,Recurring Deposit,2024-07-02,2024,7,July
305239,208264,Savings,57613,1416.0,19085,Mutual Fund,2023-12-07,2023,12,December
305240,204973,Savings,38426,313.0,28491,Fixed Deposit,2022-08-10,2022,8,August
305241,202764,Current,51735,1398.0,6471,Fixed Deposit,2023-09-14,2023,9,September
305242,203989,Current,91063,1584.0,6014,Mutual Fund,2023-02-27,2023,2,February
305243,200591,Business,94987,3336.0,20701,Mutual Fund,2023-02-15,2023,2,February
